time,FLOW,TEMP,SALT,OXY_oxy,NIT_amm,NIT_nit,PHS_frp,OGM_doc,OGM_docr,OGM_poc,OGM_don,OGM_dop,OGM_pop,PHS_frp_ads,OGM_pon
2016-06-20,0.047124919,22.03535135,0,256.7395704,0.277161863,0.774193548,0.126353829,30.53011379,91.59034138,12.21204552,1.814285714,0.101711334,0.789048173,0.126353829,15.27721602
2016-06-21,0.046617655,22.69102857,0,253.5187401,0.277161863,0.764976959,0.127858041,30.62923754,91.88771262,12.25169502,1.75,0.099635592,0.768862288,0.127858041,14.70786118
2016-06-22,0.045144472,22.14005618,0,256.2204087,0.277161863,0.755760369,0.129362253,30.72836129,92.18508386,12.29134451,1.685714286,0.097559851,0.748676402,0.129362253,14.13850634
2016-06-23,0.056686901,21.63903743,0,258.7215644,0.277161863,0.746543779,0.130866465,30.82748503,92.4824551,12.33099401,1.621428571,0.095484109,0.728490516,0.130866465,13.5691515
2016-06-24,0.078955424,21.72140449,0,258.3074185,0.277161863,0.737327189,0.132370678,30.92660878,92.77982634,12.37064351,1.557142857,0.093408368,0.70830463,0.132370678,12.99979666
2016-06-25,0.071267249,22.1340107,0,256.2503338,0.277161863,0.728110599,0.13387489,31.02573252,93.07719757,12.41029301,1.492857143,0.091332626,0.688118745,0.13387489,12.43044182
2016-06-26,0.064320863,22.44966292,0,254.6960576,0.277161863,0.718894009,0.135379102,31.12485627,93.37456881,12.44994251,1.428571429,0.089256885,0.667932859,0.135379102,11.86108699
2016-06-27,0.058811872,22.79820809,0,252.9990139,0.277161863,0.709677419,0.136883314,31.22398002,93.67194005,12.48959201,1.364285714,0.087181143,0.647746973,0.136883314,11.29173215
2016-06-28,0.055079683,23.13538889,0,251.3761346,0.297751029,0.723041475,0.135980787,31.16450577,93.49351731,12.46580231,1.592857143,0.070390701,0.497535519,0.135980787,13.31492178
2016-06-29,0.047717397,22.80054945,0,252.9876813,0.318340196,0.73640553,0.13507826,31.10503152,93.31509456,12.44201261,1.489285714,0.065224411,0.451941437,0.13507826,12.3488257
2016-06-30,0.045240959,22.24098837,0,255.7217043,0.338929363,0.749769585,0.134175732,31.04555727,93.13667182,12.41822291,1.385714286,0.060058121,0.406347355,0.134175732,11.38272962
2016-07-01,0.043725891,22.98546448,0,252.0954686,0.35951853,0.763133641,0.133273205,30.98608303,92.95824908,12.39443321,1.364285714,0.061155957,0.417130411,0.133273205,11.15591926
2016-07-02,0.04507194,23.06483146,0,251.714218,0.380107697,0.776497696,0.132370678,30.92660878,92.77982634,12.37064351,1.342857143,0.062253794,0.427913468,0.132370678,10.92910889
2016-07-03,0.059660997,22.31082873,0,255.3776256,0.400696864,0.789861751,0.13146815,30.86713453,92.60140359,12.34685381,1.321428571,0.063351631,0.438696525,0.13146815,10.70229853
2016-07-04,0.060936782,21.83016216,0,257.7623723,0.421286031,0.803225806,0.130565623,30.80766028,92.42298085,12.32306411,1.3,0.064449467,0.449479582,0.130565623,10.47548816
2016-07-05,0.069054604,22.59530055,0,253.9845272,0.441875198,0.816589862,0.129663096,30.74818604,92.24455811,12.29927441,1.278571429,0.065547304,0.460262639,0.129663096,10.2486778
2016-07-06,0.05933563,23.23804469,0,250.8856693,0.462464365,0.829953917,0.128760568,30.68871179,92.06613536,12.27548472,1.236904762,0.063663761,0.444213277,0.128760568,9.839724575
2016-07-07,0.051478211,23.24653631,0,250.8451736,0.483053532,0.843317972,0.127858041,30.62923754,91.88771262,12.25169502,1.195238095,0.061780217,0.428163916,0.127858041,9.430771353
2016-07-08,0.051249919,22.82377049,0,252.8753355,0.503642699,0.856682028,0.126955514,30.56976329,91.70928988,12.22790532,1.153571429,0.059896674,0.412114554,0.126955514,9.021818131
2016-07-09,0.049909652,22.95662857,0,252.2342373,0.524231866,0.870046083,0.126052986,30.51028904,91.53086713,12.20411562,1.111904762,0.058013131,0.396065193,0.126052986,8.612864908
2016-07-10,0.044624244,22.84567568,0,252.7694364,0.544821033,0.883410138,0.125150459,30.4508148,91.35244439,12.18032592,1.070238095,0.056129588,0.380015831,0.125150459,8.203911686
2016-07-11,0.042034674,23.08050562,0,251.6390447,0.5654102,0.896774194,0.124247931,30.39134055,91.17402165,12.15653622,1.028571429,0.054246045,0.36396647,0.124247931,7.794958464
2016-07-12,0.053505624,23.42698864,0,249.9873142,0.585999366,0.910138249,0.123345404,30.3318663,90.99559891,12.13274652,1.37244898,0.058028507,0.398911158,0.123345404,10.8559032
