time,ShortWave,Cloud,AirTemp,RelHum,Wind,Rain
2016-07-04 07:00:00,259.1679993,1,13.67000732,88.24397469,2.249022109,0
2016-07-04 08:00:00,407.4880066,1,15.18004761,81.69111239,2.690297439,0
2016-07-04 09:00:00,557.7050171,1,16.67998657,75.72687187,3.313683771,0
2016-07-04 10:00:00,431.1239929,1,18.18999634,70.20433767,4.035653605,0
2016-07-04 11:00:00,496.4649963,1,18.61004028,69.15604203,4.161465971,0
2016-07-04 12:00:00,516.5159912,1,19.02999268,68.12083733,4.274774889,0
2016-07-04 13:00:00,390.9570007,1,19.4500061,67.09812066,4.397692546,0
2016-07-04 14:00:00,373.5280151,1,19.33999023,68.59316866,4.289207466,0
2016-07-04 15:00:00,320.0220032,1,19.2300354,70.10771863,4.273874105,0
2016-07-04 16:00:00,242.8309937,1,19.11998901,71.63757365,4.3640578,0
2016-07-04 17:00:00,168.7330017,1,18.14998779,78.51215178,3.890732576,0
2016-07-04 18:00:00,97.19499969,1,17.17998657,86.00470542,3.436800932,0
2016-07-04 19:00:00,8.416000366,1,16.20998535,94.17312411,2.983973886,0.0066768
2016-07-04 20:00:00,0,1,15.79003296,96.11349635,3.401470269,0
2016-07-04 21:00:00,0,1,15.37005005,98.10027268,3.850311642,0
2016-07-04 22:00:00,0,1,14.9500061,100,4.311159877,0.029568
2016-07-04 23:00:00,0,1,15.26000366,100,4.101121737,0.104889587
