time,FLOW,TEMP,SALT,OXY_oxy,NIT_amm,NIT_nit,PHS_frp,OGM_doc,OGM_docr,OGM_poc,OGM_don,OGM_dop,OGM_pop,PHS_frp_ads,OGM_pon
2015-05-27,0.036745255,20.87,0,262.6457892,0.316756414,0.804147465,0.063176914,29.48931446,88.46794338,11.79572578,1.258163265,0.065962452,0.530485155,0.063176914,10.20256551
2015-05-28,0.035355645,21.16552083,0,261.1254086,0.308837504,0.859447005,0.063176914,29.66278102,88.98834305,11.86511241,1.276530612,0.06600858,0.530900303,0.063176914,10.320491
2015-05-29,0.033831914,21.39625,0,259.949175,0.300918594,0.914746544,0.063176914,29.83624757,89.50874271,11.93449903,1.294897959,0.066054707,0.531315452,0.063176914,10.4384165
2015-05-30,0.032857394,21.5896875,0,258.9702615,0.292999683,0.970046083,0.063176914,30.00971413,90.02914238,12.00388565,1.313265306,0.066100835,0.5317306,0.063176914,10.55634199
2015-05-31,0.033117315,21.73875,0,258.2203539,0.285080773,1.025345622,0.063176914,30.18318068,90.54954205,12.07327227,1.331632653,0.066146962,0.532145748,0.063176914,10.67426748
2015-06-01,0.037650698,21.76916667,0,258.0678045,0.277161863,1.080645161,0.063176914,30.35664724,91.06994172,12.1426589,1.35,0.06619309,0.532560896,0.063176914,10.79219298
2015-06-02,0.045660456,21.45541667,0,259.6490605,0.348432056,1.101382488,0.066185339,30.53011379,91.59034138,12.21204552,1.336734694,0.063748328,0.507549612,0.066185339,10.5807977
2015-06-03,0.061855221,20.08354167,0,266.7694941,0.419702249,1.122119816,0.069193763,30.70358035,92.11074105,12.28143214,1.323469388,0.061303566,0.482538328,0.069193763,10.36940243
2015-06-04,0.06187575,19.72447917,0,268.6906792,0.490972442,1.142857143,0.072202188,30.87704691,92.63114072,12.35081876,1.310204082,0.058858803,0.457527043,0.072202188,10.15800715
2015-06-05,0.059545178,20.1121875,0,266.6172761,0.562242635,1.16359447,0.075210612,31.05051346,93.15154038,12.42020538,1.296938776,0.056414041,0.432515759,0.075210612,9.946611874
2015-06-06,0.054780586,21.0928125,0,261.4980245,0.633512829,1.184331797,0.078219037,31.22398002,93.67194005,12.48959201,1.283673469,0.053969279,0.407504474,0.078219037,9.735216599
2015-06-07,0.049575167,21.17552083,0,261.0742341,0.704783022,1.205069124,0.081227461,32.26477935,96.79433805,12.90591174,1.270408163,0.051524517,0.38249319,0.081227461,9.523821323
2015-06-08,0.060451413,21.14012195,0,261.2554658,0.776053215,1.225806452,0.084235886,33.30557868,99.91673605,13.32223147,1.257142857,0.049079755,0.357481906,0.084235886,9.312426048
2015-06-09,0.06995509,21.5275,0,259.2842561,0.752296484,1.211981567,0.085740098,33.60294992,100.8088498,13.44117997,1.245918367,0.052216431,0.384207778,0.085740098,9.248987255
2015-06-10,0.06250901,21.95333333,0,257.1475421,0.728539753,1.198156682,0.08724431,33.90032116,101.7009635,13.56012846,1.234693878,0.055353107,0.41093365,0.08724431,9.185548463
2015-06-11,0.056273375,22.91489583,0,252.435308,0.704783022,1.184331797,0.088748522,34.1976924,102.5930772,13.67907696,1.223469388,0.058489783,0.437659522,0.088748522,9.122109671
2015-06-12,0.051308502,23.5328125,0,249.4866218,0.681026291,1.170506912,0.090252735,34.49506364,103.4851909,13.79802545,1.212244898,0.061626459,0.464385394,0.090252735,9.058670878
2015-06-13,0.049079544,23.75260417,0,248.4522949,0.65726956,1.156682028,0.091756947,34.79243488,104.3773046,13.91697395,1.201020408,0.064763135,0.491111266,0.091756947,8.995232086
2015-06-14,0.047391215,23.72916667,0,248.5622329,0.633512829,1.142857143,0.093261159,35.08980611,105.2694183,14.03592245,1.189795918,0.067899811,0.517837139,0.093261159,8.931793294
2015-06-15,0.045242044,24.2290625,0,246.2356496,0.609756098,1.129032258,0.094765371,35.38717735,106.1615321,14.15487094,1.178571429,0.071036487,0.544563011,0.094765371,8.868354502
2015-06-16,0.042104982,24.48,0,245.0820193,0.578080456,1.122119816,0.093261159,35.68454859,107.0536458,14.27381944,1.189795918,0.071313252,0.548558113,0.093261159,9.007962994
2015-06-17,0.043775678,24.00020833,0,247.2960305,0.546404815,1.115207373,0.091756947,35.98191983,107.9457595,14.39276793,1.201020408,0.071590018,0.552553215,0.091756947,9.147571486
2015-06-18,0.054195744,23.90520833,0,247.7385492,0.514729173,1.108294931,0.090252735,36.27929107,108.8378732,14.51171643,1.212244898,0.071866784,0.556548317,0.090252735,9.287179977
2015-06-19,0.051998536,24.0015625,0,247.2897327,0.483053532,1.101382488,0.088748522,36.57666231,109.7299869,14.63066492,1.223469388,0.072143549,0.560543419,0.088748522,9.426788469
2015-06-20,0.047659688,24.24291667,0,246.1717117,0.45137789,1.094470046,0.08724431,36.87403354,110.6221006,14.74961342,1.234693878,0.072420315,0.564538521,0.08724431,9.566396961
2015-06-21,0.045296461,24.285625,0,245.9747917,0.419702249,1.087557604,0.085740098,37.17140478,111.5142143,14.86856191,1.245918367,0.07269708,0.568533623,0.085740098,9.706005453
2015-06-22,0.041210482,24.26239583,0,246.0818629,0.388026608,1.080645161,0.084235886,37.46877602,112.4063281,14.98751041,1.257142857,0.072973846,0.572528725,0.084235886,9.845613945
2015-06-23,0.038371561,24.7959375,0,243.6428695,0.372188787,1.096774194,0.088748522,34.34637802,103.0391341,13.73855121,1.26122449,0.069929425,0.540616301,0.088748522,9.882057428
2015-06-24,0.032976165,24.19885417,0,246.3751635,0.356350966,1.112903226,0.093261159,31.22398002,93.67194005,12.48959201,1.265306122,0.066885004,0.508703876,0.093261159,9.91850091
2015-06-25,0.029206525,23.83375,0,248.0723207,0.340513145,1.129032258,0.097773796,32.09131279,96.27393838,12.83652512,1.269387755,0.063840583,0.476791452,0.097773796,9.954944392
2015-06-26,0.029446463,23.8246875,0,248.1147065,0.324675325,1.14516129,0.102286433,32.95864557,98.87593672,13.18345823,1.273469388,0.060796162,0.444879027,0.102286433,9.991387875
2015-06-27,0.035390855,23.18083333,0,251.1588044,0.308837504,1.161290323,0.106799069,33.82597835,101.4779351,13.53039134,1.27755102,0.057751741,0.412966602,0.106799069,10.02783136
2015-06-28,0.032345954,21.49791667,0,259.4338637,0.292999683,1.177419355,0.111311706,34.69331113,104.0799334,13.87732445,1.281632653,0.05470732,0.381054178,0.111311706,10.06427484
2015-06-29,0.028144846,20.86510417,0,262.6711093,0.277161863,1.193548387,0.115824343,35.56064391,106.6819317,14.22425756,1.285714286,0.0516629,0.349141753,0.115824343,10.10071832
2015-06-30,0.027185708,21.56958333,0,259.071697,0.285080773,1.129032258,0.115824343,36.42797669,109.2839301,14.57119067,1.306122449,0.05586051,0.386920249,0.115824343,10.34098901
2015-07-01,0.027849259,21.60916667,0,258.8720465,0.292999683,1.064516129,0.115824343,37.29530946,111.8859284,14.91812379,1.326530612,0.060058121,0.424698744,0.115824343,10.5812597
2015-07-02,0.026306279,21.76010417,0,258.1132392,0.300918594,1,0.115824343,38.16264224,114.4879267,15.2650569,1.346938776,0.064255731,0.462477239,0.115824343,10.82153039
2015-07-03,0.026139772,21.07927083,0,261.5675271,0.308837504,0.935483871,0.115824343,39.02997502,117.0899251,15.61199001,1.367346939,0.068453342,0.500255735,0.115824343,11.06180107
2015-07-04,0.027753526,21.48791667,0,259.4844698,0.316756414,0.870967742,0.115824343,39.8973078,119.6919234,15.95892312,1.387755102,0.072650953,0.53803423,0.115824343,11.30207176
2015-07-05,0.029253293,21.61197917,0,258.8578711,0.324675325,0.806451613,0.115824343,40.76464058,122.2939217,16.30585623,1.408163265,0.076848563,0.575812725,0.115824343,11.54234245
2015-07-06,0.045002888,21.92385417,0,257.2944564,0.332594235,0.741935484,0.115824343,41.63197336,124.8959201,16.65278934,1.428571429,0.081046174,0.613591221,0.115824343,11.78261314
2015-07-07,0.044042597,22.61572917,0,253.8850006,0.340513145,0.707373272,0.117328555,45.20042821,135.6012846,18.08017129,1.452040816,0.081322939,0.614577898,0.117328555,12.02048093
2015-07-08,0.04080003,22.9734375,0,252.1533305,0.348432056,0.67281106,0.118832767,48.76888307,146.3066492,19.50755323,1.475510204,0.081599705,0.615564576,0.118832767,12.25834872
2015-07-09,0.039203751,23.3596875,0,250.3066576,0.356350966,0.638248848,0.12033698,52.33733793,157.0120138,20.93493517,1.498979592,0.08187647,0.616551253,0.12033698,12.49621651
2015-07-10,0.033282882,23.46708333,0,249.7974042,0.364269876,0.603686636,0.121841192,55.90579279,167.7173784,22.36231712,1.52244898,0.082153236,0.617537931,0.121841192,12.7340843
2015-07-11,0.031205602,23.260625,0,250.7780111,0.372188787,0.569124424,0.123345404,59.47424765,178.422743,23.78969906,1.545918367,0.082430001,0.618524608,0.123345404,12.9719521
2015-07-12,0.028632649,23.01677083,0,251.9449631,0.380107697,0.534562212,0.124849616,63.04270251,189.1281075,25.217081,1.569387755,0.082706767,0.619511286,0.124849616,13.20981989
2015-07-13,0.073347065,22.81916667,0,252.8976023,0.388026608,0.5,0.126353829,66.61115737,199.8334721,26.64446295,1.592857143,0.082983532,0.620497963,0.126353829,13.44768768
2015-07-14,0.070013244,23.7328125,0,248.5451259,0.372188787,0.585253456,0.12033698,62.1505888,186.4517664,24.86023552,1.56122449,0.079939112,0.599115025,0.12033698,13.09357817
2015-07-15,0.057843132,23.42666667,0,249.9888402,0.356350966,0.670506912,0.114320131,57.69002022,173.0700607,23.07600809,1.529591837,0.076894691,0.577732086,0.114320131,12.73946865
2015-07-16,0.047432876,23.3446875,0,250.3779299,0.340513145,0.755760369,0.108303282,53.22945165,159.6883549,21.29178066,1.497959184,0.07385027,0.556349147,0.108303282,12.38535914
2015-07-17,0.042757204,23.3428125,0,250.3868415,0.324675325,0.841013825,0.102286433,48.76888307,146.3066492,19.50755323,1.466326531,0.070805849,0.534966208,0.102286433,12.03124963
2015-07-18,0.042110088,24.06197917,0,247.0090358,0.308837504,0.926267281,0.096269584,44.3083145,132.9249435,17.7233258,1.434693878,0.067761428,0.513583269,0.096269584,11.67714011
2015-07-19,0.041707145,24.8528125,0,243.3853515,0.292999683,1.011520737,0.090252735,39.84774593,119.5432378,15.93909837,1.403061224,0.064717007,0.49220033,0.090252735,11.3230306
2015-07-20,0.038439382,25.028125,0,242.5945342,0.277161863,1.096774194,0.084235886,35.38717735,106.1615321,14.15487094,1.371428571,0.061672586,0.470817392,0.084235886,10.96892109
2015-07-21,0.033405083,24.56479167,0,244.6943316,0.277161863,1.18202765,0.08724431,35.08980611,105.2694183,14.03592245,1.486734694,0.062410628,0.47445134,0.08724431,11.92142273
