time,ShortWave,LongWave,AirTemp,RelHum,Wind,Rain
2015-05-31 10:00:00,158.8079987,357.6499939,28.889998779,90.65099042,1.838395911,0.0047712
2015-05-31 11:00:00,182.677002,357.6400146,29.440007324,89.76507593,2.191004438,0.0188448
2015-05-31 12:00:00,199.0090027,357.6300049,22.77999512,88.78231498,2.634274208,0
2015-05-31 13:00:00,264.2730103,363.6400146,26.11001343,87.76030509,3.114642732,0
2015-05-31 14:00:00,236.5200043,363.6400146,27.22001465,88.9486376,3.206243947,0
2015-05-31 15:00:00,203.272995,363.6300049,20.55999512,90.02846869,3.337319246,0
2015-05-31 16:00:00,141.1959991,366.8699951,22.21999634,91.11368231,3.505609902,0
2015-05-31 17:00:00,93.04799652,366.8699951,21.66999023,93.33102345,3.03389188,0
2015-05-31 18:00:00,42.90000153,366.8699951,21.11004517,95.570021,2.634862539,0.0006336
2015-05-31 19:00:00,0,362.1300049,20.00999878,97.90417242,2.368902684,0.0097344
2015-05-31 20:00:00,0,362.1300049,21.11001221,98.55409796,2.01221274,0.0105408
2015-05-31 21:00:00,0,362.1300049,20.56000488,99.13658167,1.682973507,0.0196224
2015-05-31 22:00:00,0,365.8099976,20.00998779,99.79642595,1.414213539,0.0283968
2015-05-31 23:00:00,0,365.8099976,19.44001465,99.81025867,1.021077871,0.01056
2015-06-01 00:00:00,0,365.8099976,18.32999023,99.75852255,0.661891212,0
2015-06-01 01:00:00,0,354.1099854,18.88998657,99.77082684,0.393573371,0
2015-06-01 02:00:00,0,354.1099854,18.88999268,99.88428326,0.414849376,0
2015-06-01 03:00:00,0,354.1199951,20.56000854,99.92460327,0.594642752,0
2015-06-01 04:00:00,0,333.9299927,22.22001465,100,0.846286007,0
2015-06-01 05:00:00,0,333.9200134,23.89000366,98.56963836,1.110720501,0
2015-06-01 06:00:00,19.26799965,333.9100037,25.00999268,97.11505616,1.63272775,0
2015-06-01 07:00:00,166.7599945,350.25,26.67001221,95.65670521,2.238861371,0
2015-06-01 08:00:00,299.3280029,350.2099915,28.89001343,91.34651244,2.35637433,0
2015-06-01 09:00:00,447.9049988,350.1700134,23.89001465,86.8460913,2.56877398,0
2015-06-01 10:00:00,669.164978,364.230011,22.77998535,82.26927435,2.851122491,0
2015-06-01 11:00:00,769.0739746,364.2000122,23.89000854,75.17757914,2.280548151,0
2015-06-01 12:00:00,837.4050293,364.1700134,27.22000122,68.7534537,1.710029278,0
2015-06-01 13:00:00,836.7069702,369.6199951,23.9999939,62.93446986,1.140175411,0
2015-06-01 14:00:00,748.9019775,369.6199951,21.10999878,60.6899796,1.414213562,0
2015-06-01 15:00:00,643.8790283,369.6099854,19.44000366,58.51938389,2.195449828,0
2015-06-01 16:00:00,475.3819885,374.8800049,19.44000854,56.41921636,3.12409984,0
2015-06-01 17:00:00,314.0289917,374.8999939,19.44001343,61.32305686,2.942108165,0
2015-06-01 18:00:00,146.1230011,374.9200134,19.43998779,66.71133347,2.799999952,0
2015-06-01 19:00:00,0,352.3999939,18.89005371,72.63685479,2.705420552,0
